ticket_id,created_at,category,priority,channel,agent,first_response_mins,resolution_hours,csat,reopened,summary
TKT-6543,2024-11-06 05:00,login issue,medium,chat,Ananya,0.57,6.42,4.0,No,Invoice shows wrong GST number
TKT-6506,2025-05-13 05:00,feature request,high,email,Vikram,1.79,4.75,5.0,No,Invoice shows wrong GST number
TKT-5859,2025-03-12 12:00,billing,low,email,Vikram,0.78,9.31,4.0,Yes,Wants dark mode in the mobile app
TKT-6299,2024-01-17 03:00,BILLING,medium,email,Imran,0.2,2.16,3.0,No,Invoice shows wrong GST number
TKT-5003,2024-08-27 04:00,Feature Request,high,email,Imran,0.58,7.12,,No,Invoice shows wrong GST number
TKT-6597,2025-01-30 05:00,Billing,medium,chat,Sara,0.95,10.62,4.0,No,Refund not received after 14 days
TKT-5358,2024-02-19 13:00,Login Issue,medium,chat,Vikram,1.02,3.88,3.0,No,Request to merge duplicate accounts
TKT-5428,2024-01-14 16:00,Shipping,high,email,Imran,0.7,1.91,5.0,No,App crashes on checkout
TKT-5276,2024-09-11 13:00,feature request,medium,chat,Vikram,1.9,6.24,4.0,No,Refund not received after 14 days
TKT-5266,2024-08-31 15:00,Login Issue,high,chat,Sara,1.62,6.24,4.0,Yes,Invoice shows wrong GST number
TKT-5749,2024-03-26 21:00,login issue,low,email,Vikram,0.72,7.88,4.0,No,Invoice shows wrong GST number
TKT-6414,2024-11-14 20:00,shipping,medium,phone,Rahul,0.55,3.26,4.0,No,Delivery delayed by courier
TKT-5030,2024-09-02 12:00,Feature Request,high,chat,Meera,1.26,10.31,,No,Wants dark mode in the mobile app
TKT-5445,2024-12-27 06:00,login issue,medium,chat,Rahul,1.69,6.51,4.0,No,Request to merge duplicate accounts
TKT-5760,2024-04-05 22:00,Shipping,urgent,chat,Rahul,0.19,1.93,4.0,No,Unable to apply coupon code
TKT-5373,2024-07-22 15:00,Bug,low,email,Imran,2.55,12.33,,No,Refund not received after 14 days
TKT-6258,2024-10-21 12:00,Billing,high,chat,Ananya,1.06,3.11,5.0,No,Refund not received after 14 days
TKT-6283,2025-03-12 11:00,Billing,medium,chat,Sara,0.45,2.76,,No,Wants dark mode in the mobile app
TKT-6140,2025-04-25 05:00,BILLING,high,chat,Meera,1.22,5.16,4.0,No,Wants dark mode in the mobile app
TKT-5617,2024-05-25 05:00,feature request,low,chat,Vikram,1.78,7.41,4.0,No,Wants dark mode in the mobile app
TKT-6244,2025-04-21 21:00,Shipping,low,chat,Vikram,1.55,4.7,4.0,Yes,App crashes on checkout
TKT-6224,2024-08-15 04:00,Login Issue,medium,chat,Meera,0.62,3.21,4.0,No,Request to merge duplicate accounts
TKT-6599,2025-01-20 21:00,feature request,low,chat,Vikram,1.62,8.12,3.0,No,Refund not received after 14 days
TKT-5342,2024-12-04 21:00,Bug,low,chat,Ananya,2.7,9.4,3.0,No,Refund not received after 14 days
TKT-6471,2025-01-15 12:00,Feature Request,low,email,Ananya,0.97,7.17,4.0,No,Invoice shows wrong GST number
TKT-6432,2024-04-03 07:00,billing,medium,phone,Ananya,2.79,7.19,4.0,No,Request to merge duplicate accounts
TKT-6429,2025-03-05 05:00,bug,medium,chat,Imran,0.62,3.41,5.0,No,Invoice shows wrong GST number
TKT-5944,2024-03-11 11:00,bug,medium,chat,Rahul,2.04,8.46,3.0,No,Wants dark mode in the mobile app
TKT-5391,2024-04-07 16:00,Login Issue,low,portal,Vikram,1.35,3.44,4.0,No,App crashes on checkout
TKT-5228,2024-10-25 01:00,bug,low,chat,Meera,2.76,6.93,3.0,No,Delivery delayed by courier
TKT-6406,2024-07-08 02:00,bug,medium,chat,Sara,1.6,11.62,4.0,No,Request to merge duplicate accounts
TKT-5517,2024-02-06 06:00,billing,high,email,,0.39,2.05,5.0,No,App crashes on checkout
TKT-5479,2024-02-29 11:00,Feature Request,low,portal,Sara,1.13,6.63,4.0,No,App crashes on checkout
TKT-5799,2024-08-29 01:00,login issue,urgent,phone,Sara,0.91,2.39,5.0,No,Unable to apply coupon code
TKT-5034,2025-04-28 21:00,bug,medium,email,Ananya,1.13,4.37,4.0,No,Request to merge duplicate accounts
TKT-5008,2024-04-19 19:00,feature request,low,email,Meera,6.94,22.68,4.0,No,Delivery delayed by courier
TKT-5231,2025-04-11 20:00,bug,medium,email,Rahul,2.22,6.35,2.0,No,Customer cannot reset password
TKT-5440,2025-06-14 08:00,shipping,high,email,Meera,0.8,2.26,4.0,No,Wants dark mode in the mobile app
TKT-5525,2024-06-18 03:00,shipping,medium,chat,Rahul,2.64,9.1,5.0,No,Unable to apply coupon code
TKT-5624,2024-11-25 06:00,login issue,low,email,Meera,5.44,19.17,4.0,No,Request to merge duplicate accounts
TKT-6544,2024-05-05 17:00,bug,low,chat,Sara,1.24,9.16,4.0,No,Wants dark mode in the mobile app
TKT-5094,2025-05-04 10:00,Bug,high,email,Vikram,0.32,1.86,3.0,No,Wants dark mode in the mobile app
TKT-5543,2024-04-05 04:00,feature request,low,chat,Vikram,1.85,6.29,3.0,No,Request to merge duplicate accounts
TKT-6344,2024-04-11 17:00,login issue,low,email,Rahul,0.78,6.74,4.0,No,Customer cannot reset password
TKT-5970,2024-06-11 18:00,Feature Request,high,chat,Vikram,0.31,1.61,4.0,Yes,Request to merge duplicate accounts
TKT-6377,2025-02-13 19:00,Bug,low,phone,Ananya,1.58,6.92,4.0,No,Refund not received after 14 days
TKT-5209,2025-02-28 10:00,Login Issue,medium,email,Vikram,0.57,3.24,4.0,No,Delivery delayed by courier
TKT-6199,2024-12-04 02:00,feature request,medium,chat,Ananya,1.31,3.65,5.0,No,Unable to apply coupon code
TKT-5281,2024-09-22 05:00,shipping,high,chat,Rahul,1.35,3.41,4.0,No,Delivery delayed by courier
TKT-6130,2024-08-09 17:00,bug,low,email,Sara,2.76,16.46,3.0,Yes,Delivery delayed by courier
TKT-5389,2024-03-24 12:00,bug,medium,chat,Meera,1.5,4.63,5.0,No,App crashes on checkout
TKT-5948,2025-05-31 13:00,Login Issue,high,phone,Vikram,1.26,4.51,5.0,No,Request to merge duplicate accounts
TKT-5251,2024-09-26 05:00,Billing,medium,email,Sara,0.73,3.43,3.0,No,Invoice shows wrong GST number
TKT-6428,2024-05-25 12:00,billing,urgent,portal,Vikram,0.32,1.66,4.0,No,Unable to apply coupon code
TKT-6157,2025-04-08 09:00,billing,urgent,chat,Sara,0.85,2.5,4.0,No,Delivery delayed by courier
TKT-5890,2024-02-24 11:00,Bug,medium,email,Rahul,0.13,2.37,4.0,No,App crashes on checkout
TKT-6437,2024-12-21 20:00,login issue,low,email,Vikram,1.45,6.71,5.0,No,Delivery delayed by courier
TKT-5520,2024-07-14 00:00,Login Issue,urgent,email,Ananya,0.09,1.59,4.0,No,Refund not received after 14 days
TKT-6036,2025-05-07 00:00,billing,low,portal,Ananya,3.81,19.22,3.0,No,Wants dark mode in the mobile app
TKT-6400,2025-04-10 18:00,billing,low,phone,Vikram,3.06,17.34,4.0,No,Request to merge duplicate accounts
TKT-5668,2025-05-15 19:00,bug,high,portal,Ananya,0.24,2.7,5.0,No,Wants dark mode in the mobile app
TKT-6461,2024-06-19 08:00,Shipping,low,email,Ananya,1.48,9.43,3.0,No,Refund not received after 14 days
TKT-5876,2024-10-21 05:00,bug,medium,email,Sara,1.74,18.41,4.0,No,Wants dark mode in the mobile app
TKT-6376,2025-06-08 11:00,Login Issue,high,email,Sara,1.33,5.35,3.0,No,Delivery delayed by courier
TKT-6431,2024-04-10 22:00,bug,medium,chat,Rahul,1.77,5.15,4.0,No,Customer cannot reset password
TKT-6013,2024-06-20 09:00,BILLING,low,phone,Ananya,0.96,8.37,,No,Refund not received after 14 days
TKT-6453,2024-05-14 02:00,Feature Request,medium,email,Meera,1.36,6.71,4.0,No,Invoice shows wrong GST number
TKT-5753,2025-05-25 04:00,login issue,low,chat,Meera,4.71,36.62,2.0,No,Unable to apply coupon code
TKT-6262,2024-08-30 05:00,feature request,high,email,Ananya,0.48,5.56,4.0,No,Customer cannot reset password
TKT-5213,2024-09-01 21:00,Shipping,high,email,Vikram,1.55,8.75,,No,Request to merge duplicate accounts
TKT-6240,2024-10-03 22:00,login issue,low,email,,0.84,9.67,5.0,No,App crashes on checkout
TKT-5957,2024-12-11 20:00,Shipping,medium,email,Ananya,0.42,3.33,4.0,Yes,Wants dark mode in the mobile app
TKT-6395,2024-11-17 22:00,Bug,medium,chat,Sara,3.25,10.53,3.0,No,Unable to apply coupon code
TKT-5567,2024-05-15 21:00,Billing,low,email,Meera,1.32,5.32,5.0,No,Unable to apply coupon code
TKT-5068,2024-02-11 14:00,billing,medium,portal,Vikram,0.37,2.38,4.0,No,Delivery delayed by courier
TKT-5085,2025-01-16 15:00,login issue,medium,portal,Ananya,1.66,8.27,4.0,No,Refund not received after 14 days
TKT-6415,2025-03-03 04:00,billing,medium,chat,Imran,1.64,10.27,3.0,No,App crashes on checkout
TKT-5912,2024-07-24 03:00,Shipping,medium,chat,Ananya,0.74,4.01,5.0,No,Wants dark mode in the mobile app
TKT-5466,2024-03-31 10:00,Billing,medium,email,Meera,1.03,5.48,4.0,No,Customer cannot reset password
TKT-5879,2024-12-09 08:00,feature request,low,chat,Rahul,5.33,16.32,,No,Refund not received after 14 days
TKT-5429,2025-01-24 21:00,billing,high,email,Ananya,1.0,5.33,3.0,No,App crashes on checkout
TKT-5417,2024-03-07 09:00,feature request,medium,email,Sara,0.8,3.74,4.0,No,Refund not received after 14 days
TKT-5412,2024-06-01 05:00,feature request,medium,phone,Ananya,0.4,1.8,5.0,No,Wants dark mode in the mobile app
TKT-5196,2024-07-05 17:00,bug,low,email,Meera,1.3,5.56,5.0,No,Customer cannot reset password
TKT-5031,2024-05-03 20:00,feature request,high,chat,Ananya,0.72,5.75,4.0,No,Invoice shows wrong GST number
TKT-5284,2024-08-28 10:00,Shipping,low,portal,Meera,0.72,3.32,4.0,No,App crashes on checkout
TKT-6135,2024-02-01 16:00,billing,high,chat,Imran,0.2,3.57,4.0,No,App crashes on checkout
TKT-6169,2025-05-14 22:00,feature request,low,email,Rahul,2.22,12.26,5.0,No,Invoice shows wrong GST number
TKT-5666,2024-10-01 07:00,Login Issue,medium,portal,Ananya,0.41,3.89,4.0,No,Request to merge duplicate accounts
TKT-5684,2024-04-02 07:00,bug,high,portal,Sara,0.62,1.85,3.0,No,Refund not received after 14 days
TKT-5380,2024-01-03 21:00,Bug,low,chat,,1.69,5.45,5.0,No,Wants dark mode in the mobile app
TKT-6012,2024-05-14 00:00,bug,medium,email,Meera,0.3,2.45,4.0,No,Request to merge duplicate accounts
TKT-6421,2025-06-26 02:00,Login Issue,medium,chat,Imran,2.89,8.86,5.0,No,Request to merge duplicate accounts
TKT-5290,2025-03-16 03:00,BILLING,urgent,email,Imran,0.84,2.42,5.0,No,Wants dark mode in the mobile app
TKT-5359,2025-02-11 23:00,Bug,medium,phone,Rahul,1.97,6.27,5.0,No,Refund not received after 14 days
TKT-5364,2024-03-04 05:00,Billing,low,phone,Vikram,1.41,10.06,4.0,No,Unable to apply coupon code
TKT-5524,2024-06-22 16:00,login issue,low,phone,Ananya,2.42,7.95,4.0,No,Delivery delayed by courier
TKT-5574,2024-01-04 20:00,Shipping,medium,portal,Meera,0.7,3.31,4.0,No,Wants dark mode in the mobile app
TKT-5693,2025-05-30 14:00,Bug,urgent,portal,Imran,0.28,4.51,4.0,No,Unable to apply coupon code
TKT-5704,2024-03-11 11:00,Bug,medium,email,Vikram,3.03,13.61,4.0,No,Unable to apply coupon code
TKT-5112,2024-10-29 19:00,shipping,low,portal,Imran,3.25,35.75,3.0,No,Customer cannot reset password
TKT-6126,2025-04-10 11:00,login issue,low,chat,Ananya,2.77,12.76,4.0,No,Delivery delayed by courier
TKT-5414,2024-01-10 18:00,login issue,low,email,Ananya,1.33,9.57,3.0,Yes,Customer cannot reset password
TKT-5589,2025-04-04 17:00,billing,medium,portal,Vikram,2.69,11.48,4.0,No,Request to merge duplicate accounts
TKT-6214,2024-02-10 10:00,Login Issue,medium,chat,Meera,1.91,6.82,5.0,No,Request to merge duplicate accounts
TKT-6540,2024-09-16 03:00,Billing,low,portal,Meera,4.0,10.12,4.0,No,Request to merge duplicate accounts
TKT-5486,2024-07-01 03:00,Login Issue,low,portal,Meera,2.23,5.88,5.0,No,App crashes on checkout
TKT-6076,2025-01-22 18:00,login issue,high,chat,Meera,2.77,9.31,5.0,No,Unable to apply coupon code
TKT-6052,2024-09-30 10:00,feature request,low,chat,Vikram,0.52,5.58,4.0,No,Delivery delayed by courier
TKT-6089,2024-03-18 04:00,Login Issue,medium,email,Meera,0.4,4.52,,No,Customer cannot reset password
TKT-5874,2025-01-15 01:00,Bug,high,chat,Ananya,0.8,5.42,4.0,No,Refund not received after 14 days
TKT-6426,2025-01-01 00:00,bug,low,portal,Meera,4.28,27.18,3.0,No,Unable to apply coupon code
TKT-5843,2024-01-20 17:00,Billing,low,chat,Sara,3.08,8.22,3.0,No,Refund not received after 14 days
TKT-5966,2024-11-23 20:00,Shipping,medium,chat,Meera,1.29,4.9,4.0,Yes,App crashes on checkout
TKT-5594,2024-06-23 18:00,Bug,medium,email,Ananya,1.15,9.48,4.0,No,Delivery delayed by courier
TKT-5927,2024-06-13 05:00,shipping,high,chat,Ananya,0.5,1.6,4.0,No,Request to merge duplicate accounts
TKT-5308,2024-06-21 01:00,Shipping,low,portal,Rahul,9.54,35.48,3.0,Yes,Invoice shows wrong GST number
TKT-5058,2025-02-09 03:00,login issue,low,chat,Ananya,4.14,15.94,2.0,No,Invoice shows wrong GST number
TKT-5159,2025-03-03 05:00,feature request,low,email,Ananya,0.43,7.06,3.0,No,App crashes on checkout
TKT-6494,2024-08-11 12:00,login issue,urgent,portal,Vikram,0.56,2.2,4.0,No,Request to merge duplicate accounts
TKT-5186,2024-03-31 14:00,login issue,low,email,Sara,3.18,9.2,4.0,Yes,Refund not received after 14 days
TKT-5244,2024-12-08 15:00,billing,low,phone,Meera,3.62,12.63,4.0,No,Request to merge duplicate accounts
TKT-6546,2025-01-09 16:00,shipping,low,portal,Rahul,1.95,6.07,4.0,No,Request to merge duplicate accounts
TKT-5157,2024-10-30 13:00,feature request,low,email,Meera,1.2,8.11,4.0,No,Unable to apply coupon code
TKT-5126,2024-02-13 03:00,Billing,high,chat,,0.8,4.45,5.0,No,Wants dark mode in the mobile app
TKT-5322,2024-11-30 23:00,Bug,medium,chat,Vikram,0.37,2.16,5.0,No,Customer cannot reset password
TKT-6083,2024-10-30 00:00,bug,medium,email,Sara,3.21,8.88,5.0,No,Refund not received after 14 days
TKT-5804,2025-02-06 07:00,BILLING,urgent,portal,Ananya,0.32,1.98,5.0,Yes,App crashes on checkout
TKT-6236,2024-01-03 13:00,Shipping,high,email,Ananya,1.52,4.07,3.0,No,App crashes on checkout
TKT-5777,2024-03-05 13:00,shipping,medium,email,Sara,1.86,8.17,5.0,No,Delivery delayed by courier
TKT-6127,2024-12-13 11:00,bug,low,email,Rahul,3.47,11.17,3.0,No,Refund not received after 14 days
TKT-6349,2024-11-20 09:00,billing,low,email,Imran,1.39,9.65,4.0,No,App crashes on checkout
TKT-6358,2024-02-26 03:00,Login Issue,urgent,chat,Rahul,0.36,2.09,4.0,No,Wants dark mode in the mobile app
TKT-5845,2024-01-03 23:00,Login Issue,medium,email,Ananya,1.85,9.7,5.0,No,App crashes on checkout
TKT-5004,2024-08-23 23:00,Billing,high,chat,Meera,0.97,3.9,5.0,No,Delivery delayed by courier
TKT-6252,2024-02-10 08:00,Login Issue,low,email,Vikram,0.98,7.6,5.0,No,App crashes on checkout
TKT-5273,2025-06-06 09:00,Shipping,medium,portal,Ananya,1.16,5.3,4.0,No,Delivery delayed by courier
TKT-5875,2024-10-01 23:00,Shipping,high,chat,Ananya,0.49,3.11,5.0,No,Wants dark mode in the mobile app
TKT-5182,2024-09-28 01:00,bug,low,phone,Meera,1.66,5.75,4.0,Yes,Customer cannot reset password
TKT-6367,2024-09-04 00:00,Login Issue,low,portal,Ananya,0.62,7.38,4.0,No,Unable to apply coupon code
TKT-6075,2024-03-30 05:00,Bug,medium,email,Ananya,1.55,5.95,,No,Customer cannot reset password
TKT-6221,2024-10-28 10:00,billing,low,chat,,0.49,9.79,5.0,No,Invoice shows wrong GST number
TKT-5462,2025-02-12 02:00,login issue,low,email,Ananya,3.83,10.84,3.0,No,App crashes on checkout
TKT-5089,2025-03-29 13:00,bug,medium,email,Imran,4.03,11.4,5.0,No,Request to merge duplicate accounts
TKT-6248,2024-06-26 06:00,Billing,low,email,Ananya,1.29,11.59,5.0,No,App crashes on checkout
TKT-6486,2024-03-29 14:00,shipping,urgent,portal,,0.64,1.85,5.0,No,Refund not received after 14 days
TKT-5050,2025-02-18 03:00,Billing,medium,portal,Sara,1.37,6.16,5.0,Yes,Delivery delayed by courier
TKT-5853,2024-05-10 00:00,Billing,medium,email,Rahul,1.85,4.79,3.0,No,Customer cannot reset password
TKT-5415,2025-01-04 07:00,feature request,medium,portal,Ananya,0.72,3.98,4.0,No,Wants dark mode in the mobile app
TKT-5676,2024-11-12 12:00,Login Issue,low,email,Ananya,3.47,12.89,5.0,No,App crashes on checkout
TKT-5534,2024-11-10 16:00,Shipping,medium,chat,Rahul,3.19,13.92,5.0,No,App crashes on checkout
TKT-5234,2024-09-25 13:00,Login Issue,medium,email,Meera,1.32,4.04,4.0,No,Delivery delayed by courier
TKT-5680,2025-01-29 06:00,Login Issue,low,portal,Sara,0.58,7.62,2.0,No,Request to merge duplicate accounts
TKT-5581,2025-03-30 05:00,billing,low,portal,Meera,1.13,6.68,5.0,No,Unable to apply coupon code
TKT-5401,2025-02-27 16:00,feature request,medium,phone,Ananya,0.49,6.72,4.0,No,Refund not received after 14 days
TKT-5698,2024-01-28 07:00,login issue,low,chat,Rahul,0.78,9.89,4.0,Yes,Delivery delayed by courier
TKT-5438,2024-02-14 01:00,Billing,medium,email,Rahul,1.92,5.51,5.0,No,Delivery delayed by courier
TKT-5527,2024-03-19 09:00,feature request,medium,phone,Ananya,2.75,6.98,,No,Delivery delayed by courier
TKT-6379,2024-10-21 18:00,Shipping,urgent,portal,Vikram,0.25,1.77,4.0,No,Request to merge duplicate accounts
TKT-5717,2024-09-25 05:00,Shipping,medium,chat,Vikram,1.24,4.32,,No,Delivery delayed by courier
TKT-6175,2024-07-03 16:00,Billing,medium,email,Rahul,0.53,3.4,3.0,No,Request to merge duplicate accounts
TKT-5132,2024-02-19 08:00,Login Issue,medium,chat,Vikram,1.74,9.58,4.0,No,App crashes on checkout
TKT-5738,2025-02-06 08:00,Bug,high,email,Ananya,0.69,2.07,5.0,No,Unable to apply coupon code
TKT-5029,2024-08-29 15:00,login issue,high,portal,Rahul,0.65,4.66,4.0,No,Customer cannot reset password
TKT-5639,2025-06-01 03:00,Shipping,medium,email,Meera,1.04,4.26,5.0,No,Request to merge duplicate accounts
TKT-5238,2024-06-17 05:00,Login Issue,high,chat,Meera,1.74,6.71,3.0,No,Delivery delayed by courier
TKT-6359,2024-07-18 03:00,billing,low,portal,Imran,2.71,20.05,4.0,No,Request to merge duplicate accounts
TKT-5323,2025-05-14 05:00,Billing,medium,email,Rahul,2.83,12.18,4.0,No,Customer cannot reset password
TKT-5628,2024-10-02 06:00,Bug,medium,email,Meera,0.29,2.59,3.0,No,Refund not received after 14 days
TKT-6548,2024-09-26 05:00,billing,high,phone,,0.63,4.5,5.0,Yes,Customer cannot reset password
TKT-5769,2024-07-24 02:00,Login Issue,medium,phone,Vikram,1.67,5.49,4.0,No,Request to merge duplicate accounts
TKT-6575,2024-06-22 12:00,Billing,low,email,Ananya,1.21,9.77,4.0,No,Refund not received after 14 days
TKT-6505,2024-05-12 03:00,login issue,medium,chat,Ananya,0.63,5.39,5.0,No,Request to merge duplicate accounts
TKT-6020,2024-01-31 11:00,shipping,high,portal,Sara,0.07,1.12,5.0,No,Request to merge duplicate accounts
TKT-5379,2024-05-23 00:00,Billing,low,email,Vikram,0.54,3.98,4.0,No,Wants dark mode in the mobile app
TKT-5747,2024-06-20 08:00,Bug,high,chat,Vikram,0.69,6.88,4.0,No,Unable to apply coupon code
TKT-6054,2024-02-11 18:00,shipping,urgent,portal,Meera,0.82,4.79,3.0,No,Wants dark mode in the mobile app
TKT-5350,2024-10-17 13:00,Billing,low,email,Rahul,0.35,5.56,4.0,No,Customer cannot reset password
TKT-6272,2025-05-22 16:00,login issue,low,portal,Meera,1.78,5.57,3.0,No,Wants dark mode in the mobile app
TKT-5051,2024-04-16 01:00,Billing,high,phone,Meera,2.03,6.7,4.0,No,Refund not received after 14 days
TKT-5507,2024-05-15 01:00,bug,low,email,Ananya,1.49,7.56,4.0,No,Delivery delayed by courier
TKT-6060,2025-02-23 23:00,Feature Request,medium,email,Rahul,1.15,3.11,,No,Refund not received after 14 days
TKT-6102,2025-05-15 19:00,shipping,low,email,Imran,1.12,3.89,3.0,No,Request to merge duplicate accounts
TKT-6037,2024-01-09 00:00,Login Issue,low,email,Vikram,0.36,7.19,5.0,No,Wants dark mode in the mobile app
TKT-6082,2025-06-06 02:00,Login Issue,high,chat,Meera,0.37,1.35,5.0,No,Request to merge duplicate accounts
TKT-5575,2024-07-22 14:00,billing,high,email,Imran,0.84,2.82,4.0,No,Invoice shows wrong GST number
TKT-5233,2025-02-17 09:00,shipping,medium,portal,Vikram,3.28,15.07,5.0,No,Unable to apply coupon code
TKT-6420,2025-06-01 17:00,login issue,high,chat,Imran,1.52,4.05,3.0,No,Refund not received after 14 days
TKT-6513,2024-06-29 06:00,Billing,medium,email,Meera,0.4,7.18,4.0,No,Refund not received after 14 days
TKT-5743,2024-05-27 10:00,Billing,low,email,Meera,2.4,12.21,4.0,No,Wants dark mode in the mobile app
TKT-5478,2024-12-27 15:00,shipping,medium,portal,Ananya,0.68,1.82,4.0,No,Delivery delayed by courier
TKT-5999,2024-10-06 10:00,bug,medium,chat,Rahul,1.89,9.04,4.0,No,Unable to apply coupon code
TKT-5193,2024-07-16 04:00,Billing,low,portal,Ananya,1.4,3.81,3.0,No,Invoice shows wrong GST number
TKT-5404,2024-09-29 02:00,billing,low,chat,Ananya,2.76,7.5,4.0,No,Refund not received after 14 days
TKT-6069,2024-01-06 20:00,Bug,urgent,chat,Sara,0.94,3.22,3.0,No,Unable to apply coupon code
TKT-5883,2024-03-25 14:00,login issue,low,chat,Vikram,4.33,12.35,4.0,No,Invoice shows wrong GST number
TKT-5487,2024-10-16 06:00,login issue,urgent,email,Rahul,1.35,3.75,4.0,No,Customer cannot reset password
TKT-6048,2024-12-30 07:00,Login Issue,low,email,Imran,4.67,13.29,4.0,No,Wants dark mode in the mobile app
TKT-5471,2025-03-14 09:00,login issue,medium,email,Ananya,1.08,3.3,4.0,No,Delivery delayed by courier
TKT-5256,2025-01-04 08:00,shipping,medium,email,Meera,0.93,11.31,3.0,No,Wants dark mode in the mobile app
TKT-5894,2025-02-12 10:00,bug,medium,phone,Sara,1.15,6.4,5.0,No,Customer cannot reset password
TKT-6480,2024-03-23 13:00,Login Issue,high,email,Sara,0.15,1.58,4.0,No,Invoice shows wrong GST number
TKT-5138,2024-07-08 09:00,shipping,low,phone,Imran,1.64,10.16,3.0,No,App crashes on checkout
TKT-5491,2025-04-17 22:00,bug,urgent,portal,Ananya,1.15,3.73,5.0,No,Customer cannot reset password
TKT-6270,2024-07-20 02:00,shipping,medium,portal,Vikram,0.87,6.62,5.0,No,Delivery delayed by courier
TKT-6146,2024-10-16 14:00,Billing,medium,portal,Vikram,0.42,4.78,4.0,No,Refund not received after 14 days
TKT-5578,2025-05-01 23:00,bug,high,chat,Rahul,0.15,1.55,4.0,No,Refund not received after 14 days
TKT-5706,2024-01-05 06:00,bug,low,email,Vikram,0.86,4.96,5.0,No,Customer cannot reset password
TKT-5206,2025-02-20 12:00,shipping,medium,email,Vikram,1.5,9.94,4.0,No,Request to merge duplicate accounts
TKT-6200,2025-04-24 01:00,shipping,low,email,Rahul,6.64,23.91,4.0,No,Wants dark mode in the mobile app
TKT-5848,2025-03-22 21:00,shipping,high,email,Vikram,0.93,3.14,5.0,No,App crashes on checkout
TKT-6430,2024-09-13 07:00,login issue,medium,chat,Ananya,2.93,7.92,4.0,Yes,Delivery delayed by courier
TKT-6475,2024-06-13 15:00,billing,medium,email,Meera,4.82,13.6,4.0,No,Request to merge duplicate accounts
TKT-5000,2024-02-18 15:00,bug,medium,phone,Meera,3.5,9.15,3.0,Yes,App crashes on checkout
TKT-5226,2025-03-16 17:00,Shipping,medium,chat,,1.71,4.55,5.0,No,Wants dark mode in the mobile app
TKT-6585,2024-06-22 02:00,Bug,low,portal,Rahul,1.18,7.44,4.0,No,Invoice shows wrong GST number
TKT-5249,2024-01-23 16:00,BILLING,high,portal,Sara,0.1,1.57,4.0,No,Wants dark mode in the mobile app
TKT-5889,2024-05-27 13:00,Login Issue,medium,portal,Imran,1.9,5.49,5.0,No,App crashes on checkout
TKT-6132,2025-03-08 23:00,Bug,medium,email,Sara,0.71,3.43,5.0,No,Wants dark mode in the mobile app
TKT-5705,2024-11-03 21:00,feature request,medium,email,Ananya,3.18,8.57,4.0,Yes,Invoice shows wrong GST number
TKT-5979,2024-11-04 08:00,Login Issue,urgent,portal,Imran,0.88,4.29,3.0,No,Unable to apply coupon code
TKT-6029,2024-07-01 02:00,Login Issue,high,email,,0.91,3.94,,No,Delivery delayed by courier
TKT-6284,2024-07-27 02:00,bug,low,email,Imran,4.46,12.71,5.0,No,Invoice shows wrong GST number
TKT-5283,2024-09-24 10:00,shipping,medium,email,Imran,1.61,7.17,4.0,No,Request to merge duplicate accounts
TKT-5313,2024-06-02 06:00,Shipping,low,portal,Rahul,2.97,22.88,4.0,No,Customer cannot reset password
TKT-5596,2024-11-11 18:00,feature request,medium,chat,Sara,4.13,12.77,3.0,No,Unable to apply coupon code
TKT-5059,2025-01-07 06:00,feature request,medium,portal,Vikram,1.79,5.57,4.0,No,Wants dark mode in the mobile app
TKT-6369,2024-12-11 19:00,feature request,medium,email,Meera,1.43,5.3,5.0,No,Delivery delayed by courier
TKT-5047,2025-05-01 18:00,bug,medium,email,Ananya,2.43,6.79,4.0,No,Invoice shows wrong GST number
TKT-6524,2024-11-24 23:00,login issue,low,email,Rahul,9.26,29.87,,No,Request to merge duplicate accounts
TKT-6326,2025-01-05 05:00,login issue,urgent,chat,Rahul,0.17,1.0,4.0,Yes,Customer cannot reset password
TKT-6468,2025-02-27 17:00,bug,medium,chat,Meera,3.68,18.57,4.0,No,Unable to apply coupon code
TKT-5986,2024-12-02 01:00,login issue,medium,chat,Ananya,0.26,2.37,5.0,No,Delivery delayed by courier
TKT-5969,2024-01-20 15:00,Bug,medium,chat,Imran,1.82,25.87,3.0,No,Request to merge duplicate accounts
TKT-6310,2024-10-12 16:00,feature request,high,chat,Vikram,0.57,8.59,4.0,No,App crashes on checkout
TKT-6565,2024-09-04 16:00,bug,low,email,Rahul,3.66,13.26,4.0,Yes,Unable to apply coupon code
TKT-6549,2024-01-03 14:00,billing,low,chat,Vikram,0.71,3.05,5.0,No,Refund not received after 14 days
TKT-5758,2024-03-10 17:00,bug,high,email,Meera,0.74,3.15,5.0,No,Invoice shows wrong GST number
TKT-5978,2024-07-10 05:00,login issue,medium,portal,Imran,0.83,11.84,4.0,No,Invoice shows wrong GST number
TKT-6510,2024-06-30 16:00,Shipping,medium,email,Imran,2.01,6.68,4.0,No,Refund not received after 14 days
TKT-5312,2024-03-05 18:00,Feature Request,low,email,Meera,7.14,18.77,3.0,No,Customer cannot reset password
TKT-5091,2025-03-14 14:00,Shipping,medium,portal,Ananya,0.51,2.64,,No,App crashes on checkout
TKT-5721,2025-05-22 12:00,feature request,low,chat,Rahul,0.86,2.32,4.0,No,Invoice shows wrong GST number
